order_id,customer_id,restaurant_id,order_item,order_date,order_time,order_status,total_amount
9044,353,86,Gulab Jamun,2025-08-14,09:00:00,Pending,441.28
9045,483,99,Hakka Noodles,2025-02-26,19:30:00,Delivered,759.91
9046,267,118,Peri Peri Fries,2025-01-24,06:00:00,Delivered,600.76
9047,173,246,Chicken Biryani,2025-10-06,13:30:00,Cancelled,490.61
9048,416,239,Peri Peri Fries,2025-03-26,00:00:00,Delivered,516.15
9049,214,92,Chicken Biryani,2025-01-21,04:30:00,Cancelled,223.6
9050,247,138,Margherita Pizza,2025-06-01,22:30:00,Cancelled,594.11
9051,106,208,Butter Chicken,2025-10-19,21:00:00,Delivered,752.81
9052,83,113,Gulab Jamun,2025-10-29,22:30:00,Delivered,565.33
9053,292,215,Gulab Jamun,2025-06-24,00:00:00,Delivered,310.37
9054,374,83,Hakka Noodles,2025-05-30,13:30:00,Delivered,736.86
9055,421,65,Chicken Biryani,2025-09-03,00:00:00,Delivered,671.39
9056,203,1,Peri Peri Fries,2025-03-17,22:30:00,Delivered,741.68
9057,41,181,Butter Chicken,2025-04-16,22:30:00,Delivered,562.69
9058,205,174,Hakka Noodles,2025-04-30,04:30:00,Delivered,673.45
9059,348,250,Veg Biryani,2025-10-28,21:00:00,Delivered,525.57
9060,49,154,Cheese Burst Pizza,2025-02-18,18:00:00,Cancelled,616.6
9061,143,226,Hakka Noodles,2025-03-05,16:30:00,Delivered,423.56
9062,141,130,Butter Chicken,2025-07-24,01:30:00,Delivered,525.04
9063,53,28,Butter Chicken,2025-03-29,16:30:00,Delivered,492.55
9064,107,84,Butter Chicken,2025-03-31,03:00:00,Cancelled,693.53
9065,33,234,Chicken Biryani,2025-02-11,10:30:00,Delivered,444.5
9066,200,239,Hakka Noodles,2025-06-15,10:30:00,Delivered,763.41
9067,119,155,Hakka Noodles,2025-01-01,15:00:00,Delivered,219.48
9068,288,28,Peri Peri Fries,2025-03-06,21:00:00,Delivered,80.0
9069,229,124,Hakka Noodles,2025-06-26,13:30:00,Delivered,217.47
9070,118,31,Hakka Noodles,2025-07-07,16:30:00,Pending,492.66
9071,176,175,Chicken Biryani,2025-10-20,12:00:00,Cancelled,745.77
9072,452,135,Butter Chicken,2025-03-09,04:30:00,Delivered,313.33
9073,185,72,Butter Chicken,2025-07-13,00:00:00,Delivered,200.03
9074,318,224,Chicken Biryani,2025-12-08,21:00:00,Delivered,319.41
9075,499,203,Peri Peri Fries,2025-04-22,19:30:00,Delivered,704.16
9076,338,48,Paneer Butter Masala,2025-07-09,18:00:00,Delivered,444.47
9077,215,26,Chicken Shawarma,2025-10-30,09:00:00,Delivered,482.1
9078,221,183,Peri Peri Fries,2025-08-17,07:30:00,Delivered,758.42
9079,130,89,Paneer Butter Masala,2025-07-18,10:30:00,Delivered,429.79
9080,333,135,Margherita Pizza,2025-09-26,16:30:00,Delivered,763.08
9081,272,212,Veg Biryani,2025-03-09,06:00:00,Delivered,497.85
9082,246,105,Gulab Jamun,2025-03-02,19:30:00,Delivered,318.74
9083,123,57,Chicken Biryani,2025-12-10,09:00:00,Delivered,695.83
9084,8,115,Cheese Burst Pizza,2025-04-27,13:30:00,Delivered,666.79
9085,403,186,Gulab Jamun,2025-07-15,07:30:00,Delivered,614.45
9086,416,222,Butter Chicken,2025-03-23,04:30:00,Delivered,1052.79
9087,67,120,Butter Chicken,2025-08-01,21:00:00,Delivered,732.28
9088,115,1,Peri Peri Fries,2025-11-18,21:00:00,Delivered,232.56
9089,369,82,Butter Chicken,2025-03-14,09:00:00,Delivered,579.11
9090,288,200,Cheese Burst Pizza,2025-07-15,13:30:00,Cancelled,696.0
9091,105,29,Cheese Burst Pizza,2025-01-07,12:00:00,Delivered,596.43
9092,469,232,Margherita Pizza,2025-08-11,22:30:00,Delivered,329.13
9093,25,150,Chicken Biryani,2025-09-29,18:00:00,Delivered,316.53
9094,53,224,Hakka Noodles,2025-10-02,09:00:00,Delivered,216.24
9095,247,168,Veg Biryani,2025-03-15,19:30:00,Delivered,599.83
9096,337,190,Paneer Butter Masala,2025-10-18,06:00:00,Delivered,382.7
9097,281,14,Gulab Jamun,2025-07-16,03:00:00,Delivered,323.04
9098,33,248,Gulab Jamun,2025-10-02,15:00:00,Delivered,399.53
9099,287,130,Veg Biryani,2025-08-09,21:00:00,Delivered,284.81
9100,36,163,Chicken Biryani,2025-09-20,06:00:00,Delivered,598.77
9101,343,71,Chicken Biryani,2025-07-15,10:30:00,Delivered,506.63
9102,379,195,Chicken Biryani,2025-04-21,21:00:00,Delivered,665.74
9103,239,125,Cheese Burst Pizza,2025-08-27,09:00:00,Delivered,374.16
9104,492,79,Hakka Noodles,2025-11-07,13:30:00,Delivered,554.77
9105,217,107,Chicken Biryani,2025-01-06,16:30:00,Delivered,559.35
9106,177,98,Gulab Jamun,2025-01-28,21:00:00,Delivered,627.31
9107,44,150,Peri Peri Fries,2025-01-07,18:00:00,Delivered,541.02
9108,304,18,Margherita Pizza,2025-10-03,18:00:00,Delivered,233.76
9109,158,46,Butter Chicken,2025-07-22,10:30:00,Delivered,647.7
9110,269,82,Veg Biryani,2025-09-11,07:30:00,Delivered,691.29
9111,171,191,Veg Biryani,2025-10-11,13:30:00,Delivered,542.47
9112,495,123,Veg Biryani,2025-03-19,19:30:00,Delivered,444.54
9113,221,98,Cheese Burst Pizza,2025-06-20,00:00:00,Delivered,841.15
9114,400,164,Paneer Butter Masala,2025-01-18,07:30:00,Delivered,645.52
9115,230,46,Cheese Burst Pizza,2025-07-11,00:00:00,Delivered,630.71
9116,91,103,Gulab Jamun,2025-10-19,12:00:00,Delivered,563.06
9117,410,239,Chicken Biryani,2025-11-16,01:30:00,Delivered,407.68
9118,459,230,Gulab Jamun,2025-07-02,15:00:00,Delivered,701.99
9119,431,37,Paneer Butter Masala,2025-06-07,01:30:00,Delivered,427.07
9120,421,244,Hakka Noodles,2025-02-22,09:00:00,Cancelled,678.64
9121,131,18,Cheese Burst Pizza,2025-06-25,01:30:00,Cancelled,217.25
9122,410,171,Gulab Jamun,2025-01-02,19:30:00,Delivered,709.27
9123,226,104,Peri Peri Fries,2025-03-20,13:30:00,Delivered,558.24
9124,225,157,Cheese Burst Pizza,2025-01-23,18:00:00,Delivered,601.59
9125,143,204,Veg Biryani,2025-04-23,12:00:00,Delivered,872.61
9126,66,146,Chicken Biryani,2025-02-26,12:00:00,Pending,496.25
9127,28,223,Gulab Jamun,2025-10-27,13:30:00,Delivered,537.55
9128,125,143,Hakka Noodles,2025-05-17,03:00:00,Delivered,458.91
9129,212,187,Veg Biryani,2025-06-28,03:00:00,Delivered,794.01
9130,422,232,Veg Biryani,2025-06-27,06:00:00,Delivered,315.0
9131,428,122,Butter Chicken,2025-10-05,21:00:00,Delivered,465.85
9132,437,94,Butter Chicken,2025-01-12,04:30:00,Delivered,692.7
9133,80,100,Butter Chicken,2025-08-31,01:30:00,Delivered,847.28
9134,238,28,Paneer Butter Masala,2025-09-05,12:00:00,Delivered,659.26
9135,132,181,Chicken Biryani,2025-03-16,03:00:00,Delivered,413.98
9136,328,15,Chicken Biryani,2025-09-05,10:30:00,Delivered,464.06
9137,300,128,Paneer Butter Masala,2025-02-18,07:30:00,Delivered,490.2
9138,119,43,Chicken Biryani,2025-10-15,19:30:00,Delivered,633.73
9139,46,33,Paneer Butter Masala,2025-10-06,18:00:00,Delivered,306.01
9140,84,130,Veg Biryani,2025-01-23,00:00:00,Delivered,445.61
9141,282,187,Cheese Burst Pizza,2025-11-22,03:00:00,Delivered,472.56
9142,352,8,Peri Peri Fries,2025-12-01,00:00:00,Delivered,839.88
9143,13,112,Veg Biryani,2025-10-09,16:30:00,Delivered,741.77
9144,125,33,Veg Biryani,2025-10-29,21:00:00,Delivered,386.2
9145,325,163,Chicken Biryani,2025-07-09,06:00:00,Delivered,632.78
9146,172,146,Paneer Butter Masala,2025-01-08,07:30:00,Delivered,706.54
9147,234,90,Veg Biryani,2025-01-31,01:30:00,Delivered,88.43
9148,181,240,Margherita Pizza,2025-09-25,22:30:00,Delivered,358.98
9149,51,149,Paneer Butter Masala,2025-06-14,19:30:00,Delivered,1225.3
9150,269,192,Chicken Biryani,2025-01-07,15:00:00,Delivered,700.87
9151,169,156,Margherita Pizza,2025-10-07,19:30:00,Delivered,914.6
9152,395,212,Margherita Pizza,2025-11-01,21:00:00,Delivered,626.62
9153,421,116,Margherita Pizza,2025-01-16,04:30:00,Delivered,563.37
9154,316,173,Veg Biryani,2025-06-14,12:00:00,Delivered,391.45
9155,288,20,Paneer Butter Masala,2025-10-13,04:30:00,Delivered,985.58
9156,429,123,Margherita Pizza,2025-02-24,01:30:00,Cancelled,653.2
9157,490,132,Peri Peri Fries,2025-07-06,07:30:00,Delivered,666.32
9158,274,36,Cheese Burst Pizza,2025-04-08,13:30:00,Delivered,920.54
9159,349,246,Gulab Jamun,2025-11-30,01:30:00,Delivered,416.41
9160,207,98,Butter Chicken,2025-02-07,16:30:00,Delivered,483.45
9161,148,237,Butter Chicken,2025-07-11,09:00:00,Delivered,765.08
9162,300,77,Gulab Jamun,2025-09-09,03:00:00,Delivered,391.79
9163,420,223,Veg Biryani,2025-11-21,12:00:00,Delivered,203.29
9164,453,180,Hakka Noodles,2025-05-06,22:30:00,Cancelled,677.01
9165,488,126,Chicken Biryani,2025-04-14,15:00:00,Delivered,660.6
9166,37,39,Butter Chicken,2025-07-31,06:00:00,Delivered,364.42
9167,161,71,Butter Chicken,2025-08-24,10:30:00,Delivered,548.6
9168,466,209,Chicken Shawarma,2025-08-24,15:00:00,Cancelled,545.55
9169,383,106,Peri Peri Fries,2025-04-11,19:30:00,Delivered,439.8
9170,275,140,Butter Chicken,2025-11-06,16:30:00,Delivered,565.79
9171,435,249,Chicken Biryani,2025-04-28,10:30:00,Delivered,923.03
9172,288,55,Butter Chicken,2025-12-02,18:00:00,Delivered,519.5
9173,106,118,Paneer Butter Masala,2025-09-14,18:00:00,Delivered,1082.62
9174,22,94,Chicken Biryani,2025-05-27,15:00:00,Delivered,537.05
9175,233,176,Butter Chicken,2025-03-10,16:30:00,Delivered,354.15
9176,122,98,Paneer Butter Masala,2025-03-09,03:00:00,Pending,1036.03
9177,129,214,Cheese Burst Pizza,2025-02-19,03:00:00,Delivered,303.84
9178,310,213,Paneer Butter Masala,2025-01-10,06:00:00,Delivered,80.0
9179,217,9,Chicken Biryani,2025-04-20,15:00:00,Delivered,730.88
9180,148,140,Hakka Noodles,2025-05-16,13:30:00,Delivered,1150.15
9181,58,209,Peri Peri Fries,2025-12-04,10:30:00,Cancelled,412.84
9182,419,208,Hakka Noodles,2025-08-23,18:00:00,Cancelled,553.51
9183,237,69,Cheese Burst Pizza,2025-03-15,16:30:00,Delivered,328.65
9184,70,83,Paneer Butter Masala,2025-07-26,19:30:00,Delivered,502.19
9185,454,185,Chicken Biryani,2025-06-01,10:30:00,Delivered,315.11
9186,189,28,Cheese Burst Pizza,2025-09-19,01:30:00,Cancelled,745.27
9187,242,17,Hakka Noodles,2025-10-14,16:30:00,Delivered,842.09
9188,63,22,Peri Peri Fries,2025-02-27,18:00:00,Cancelled,197.93
9189,485,163,Chicken Biryani,2025-12-04,00:00:00,Delivered,840.33
9190,241,113,Hakka Noodles,2025-04-11,04:30:00,Cancelled,306.12
9191,445,187,Cheese Burst Pizza,2025-07-10,18:00:00,Delivered,609.58
9192,185,207,Chicken Biryani,2025-09-21,15:00:00,Delivered,756.85
9193,259,147,Paneer Butter Masala,2025-10-28,04:30:00,Delivered,476.19
9194,229,239,Margherita Pizza,2025-05-29,13:30:00,Delivered,221.46
9195,223,178,Veg Biryani,2025-08-06,12:00:00,Delivered,290.81
9196,99,154,Butter Chicken,2025-11-14,21:00:00,Delivered,754.21
9197,247,108,Veg Biryani,2025-07-18,21:00:00,Delivered,797.55
9198,45,60,Paneer Butter Masala,2025-06-26,01:30:00,Delivered,126.42
9199,399,44,Cheese Burst Pizza,2025-07-17,12:00:00,Delivered,890.92
9200,273,184,Margherita Pizza,2025-10-28,07:30:00,Delivered,336.71
9201,399,227,Cheese Burst Pizza,2025-11-02,13:30:00,Cancelled,390.4
9202,5,43,Chicken Biryani,2025-02-14,10:30:00,Delivered,633.92
9203,470,151,Butter Chicken,2025-06-11,15:00:00,Delivered,80.0
9204,430,202,Veg Biryani,2025-06-15,12:00:00,Delivered,591.55
9205,11,150,Chicken Biryani,2025-04-18,07:30:00,Delivered,492.28
9206,448,175,Margherita Pizza,2025-09-30,00:00:00,Delivered,673.32
9207,348,55,Butter Chicken,2025-11-28,18:00:00,Delivered,494.51
9208,398,11,Chicken Shawarma,2025-02-24,09:00:00,Pending,786.69
9209,39,55,Margherita Pizza,2025-08-12,09:00:00,Delivered,314.51
9210,451,154,Margherita Pizza,2025-11-03,12:00:00,Delivered,675.96
9211,439,129,Cheese Burst Pizza,2025-01-17,21:00:00,Delivered,453.92
9212,500,244,Chicken Shawarma,2025-04-07,10:30:00,Delivered,96.24
9213,42,228,Chicken Biryani,2025-02-04,07:30:00,Delivered,356.2
9214,203,245,Margherita Pizza,2025-11-24,01:30:00,Delivered,552.1
9215,94,190,Hakka Noodles,2025-10-19,10:30:00,Delivered,506.32
9216,486,250,Hakka Noodles,2025-09-08,21:00:00,Delivered,373.36
9217,5,149,Cheese Burst Pizza,2025-10-06,09:00:00,Cancelled,312.81
9218,52,8,Paneer Butter Masala,2025-12-07,19:30:00,Delivered,531.6
9219,150,148,Veg Biryani,2025-04-18,00:00:00,Delivered,897.39
9220,205,173,Margherita Pizza,2025-07-22,12:00:00,Delivered,487.0
9221,300,81,Paneer Butter Masala,2025-03-27,03:00:00,Delivered,212.02
9222,499,79,Chicken Biryani,2025-11-02,19:30:00,Cancelled,1199.71
9223,371,213,Cheese Burst Pizza,2025-03-22,06:00:00,Cancelled,80.0
9224,469,65,Butter Chicken,2025-02-25,09:00:00,Delivered,970.75
9225,187,60,Peri Peri Fries,2025-11-29,09:00:00,Delivered,558.57
9226,485,195,Margherita Pizza,2025-05-22,03:00:00,Delivered,450.53
9227,153,95,Paneer Butter Masala,2025-10-01,21:00:00,Delivered,422.09
9228,383,56,Butter Chicken,2025-04-22,13:30:00,Delivered,467.66
9229,116,128,Hakka Noodles,2025-10-30,09:00:00,Delivered,480.54
9230,149,122,Margherita Pizza,2025-08-10,10:30:00,Delivered,970.19
9231,220,31,Gulab Jamun,2025-11-18,09:00:00,Pending,236.41
9232,192,85,Cheese Burst Pizza,2025-01-19,10:30:00,Delivered,478.1
9233,233,87,Paneer Butter Masala,2025-05-09,07:30:00,Delivered,490.89
9234,324,126,Chicken Biryani,2025-06-12,07:30:00,Delivered,510.03
9235,221,81,Veg Biryani,2025-02-12,12:00:00,Delivered,972.5
9236,47,22,Gulab Jamun,2025-11-02,15:00:00,Delivered,470.7
9237,127,190,Margherita Pizza,2025-09-26,15:00:00,Delivered,299.4
9238,291,56,Chicken Shawarma,2025-01-21,06:00:00,Delivered,1026.86
9239,215,86,Chicken Shawarma,2025-05-24,04:30:00,Delivered,375.0
9240,7,228,Chicken Shawarma,2025-10-04,09:00:00,Delivered,534.82
9241,184,123,Hakka Noodles,2025-03-03,15:00:00,Delivered,343.62
9242,116,200,Veg Biryani,2025-07-14,21:00:00,Delivered,440.31
9243,52,111,Paneer Butter Masala,2025-02-17,12:00:00,Delivered,697.04
9244,366,8,Gulab Jamun,2025-08-19,19:30:00,Cancelled,574.64
9245,46,62,Peri Peri Fries,2025-03-06,18:00:00,Pending,405.21
9246,393,78,Peri Peri Fries,2025-02-26,15:00:00,Delivered,569.12
9247,442,230,Margherita Pizza,2025-12-10,16:30:00,Delivered,884.91
9248,23,152,Veg Biryani,2025-01-23,18:00:00,Delivered,318.69
9249,131,22,Chicken Shawarma,2025-08-02,07:30:00,Delivered,696.07
9250,127,15,Chicken Biryani,2025-11-30,18:00:00,Delivered,202.13
9251,445,212,Chicken Biryani,2025-03-08,19:30:00,Pending,305.21
9252,265,219,Chicken Biryani,2025-10-01,01:30:00,Delivered,564.83
9253,309,156,Hakka Noodles,2025-05-21,22:30:00,Delivered,412.56
9254,196,150,Margherita Pizza,2025-08-19,09:00:00,Delivered,927.92
9255,433,31,Veg Biryani,2025-09-21,16:30:00,Cancelled,735.49
9256,473,201,Chicken Biryani,2025-07-12,13:30:00,Delivered,756.56
9257,454,248,Paneer Butter Masala,2025-12-07,12:00:00,Delivered,1030.08
9258,48,190,Veg Biryani,2025-07-23,15:00:00,Delivered,331.92
9259,379,87,Butter Chicken,2025-05-12,16:30:00,Delivered,286.86
9260,82,69,Veg Biryani,2025-07-03,07:30:00,Delivered,610.37
9261,109,109,Chicken Shawarma,2025-06-26,19:30:00,Delivered,552.27
9262,263,167,Butter Chicken,2025-01-28,13:30:00,Delivered,558.63
9263,355,81,Veg Biryani,2025-11-30,12:00:00,Delivered,418.43
9264,31,40,Peri Peri Fries,2025-11-09,21:00:00,Delivered,312.11
9265,358,69,Cheese Burst Pizza,2025-11-17,01:30:00,Delivered,469.89
9266,56,183,Hakka Noodles,2025-04-08,10:30:00,Delivered,380.51
9267,480,71,Gulab Jamun,2025-04-19,19:30:00,Cancelled,797.64
9268,355,64,Paneer Butter Masala,2025-02-09,01:30:00,Delivered,525.13
9269,189,8,Margherita Pizza,2025-08-30,10:30:00,Delivered,799.57
9270,476,71,Peri Peri Fries,2025-04-16,15:00:00,Delivered,284.61
9271,492,86,Butter Chicken,2025-11-15,07:30:00,Delivered,540.89
9272,5,44,Butter Chicken,2025-06-23,19:30:00,Delivered,357.34
9273,286,38,Butter Chicken,2025-01-06,15:00:00,Pending,460.22
9274,278,117,Margherita Pizza,2025-07-07,21:00:00,Delivered,764.58
9275,145,149,Peri Peri Fries,2025-09-26,21:00:00,Delivered,890.85
9276,394,4,Hakka Noodles,2025-03-10,00:00:00,Delivered,859.55
9277,455,160,Hakka Noodles,2025-10-16,04:30:00,Delivered,299.44
9278,196,55,Margherita Pizza,2025-03-15,18:00:00,Delivered,708.35
9279,426,93,Chicken Shawarma,2025-04-29,19:30:00,Delivered,312.57
9280,27,188,Cheese Burst Pizza,2025-10-08,15:00:00,Delivered,715.95
9281,127,59,Paneer Butter Masala,2025-11-21,13:30:00,Delivered,237.34
9282,135,94,Chicken Biryani,2025-01-12,15:00:00,Delivered,601.43
9283,23,67,Butter Chicken,2025-04-10,19:30:00,Delivered,294.87
9284,331,5,Gulab Jamun,2025-08-02,00:00:00,Delivered,770.12
9285,117,83,Margherita Pizza,2025-08-23,04:30:00,Delivered,275.33
9286,392,72,Gulab Jamun,2025-06-16,21:00:00,Delivered,627.73
9287,8,127,Butter Chicken,2025-10-29,13:30:00,Delivered,683.72
9288,101,37,Paneer Butter Masala,2025-01-15,22:30:00,Delivered,381.22
9289,261,223,Hakka Noodles,2025-06-11,06:00:00,Delivered,412.34
9290,199,27,Hakka Noodles,2025-09-22,18:00:00,Delivered,598.31
9291,86,13,Hakka Noodles,2025-01-09,15:00:00,Delivered,744.24
9292,228,234,Hakka Noodles,2025-06-06,15:00:00,Delivered,933.23
9293,386,134,Chicken Biryani,2025-09-18,07:30:00,Delivered,752.39
9294,472,65,Hakka Noodles,2025-10-08,00:00:00,Cancelled,791.52
9295,179,158,Veg Biryani,2025-10-23,07:30:00,Delivered,647.15
9296,450,203,Chicken Shawarma,2025-05-21,07:30:00,Delivered,481.7
9297,240,180,Hakka Noodles,2025-09-26,18:00:00,Delivered,640.12
9298,12,41,Chicken Shawarma,2025-04-20,07:30:00,Delivered,522.13
9299,303,223,Hakka Noodles,2025-02-05,10:30:00,Delivered,652.51
9300,234,208,Margherita Pizza,2025-11-14,07:30:00,Delivered,80.0
9301,183,15,Gulab Jamun,2025-11-03,06:00:00,Delivered,895.14
9302,282,133,Cheese Burst Pizza,2025-02-25,01:30:00,Delivered,1018.86
9303,358,15,Butter Chicken,2025-11-13,19:30:00,Delivered,205.13
9304,376,1,Paneer Butter Masala,2025-02-09,22:30:00,Delivered,758.31
9305,429,15,Paneer Butter Masala,2025-09-05,13:30:00,Delivered,799.35
9306,190,228,Gulab Jamun,2025-10-04,06:00:00,Delivered,567.04
9307,326,188,Paneer Butter Masala,2025-10-11,13:30:00,Delivered,80.0
9308,215,48,Chicken Shawarma,2025-11-03,04:30:00,Delivered,450.26
9309,258,182,Veg Biryani,2025-05-26,22:30:00,Pending,350.17
9310,26,231,Veg Biryani,2025-09-28,01:30:00,Delivered,894.99
9311,270,183,Margherita Pizza,2025-11-20,22:30:00,Delivered,516.97
9312,82,72,Peri Peri Fries,2025-11-13,09:00:00,Delivered,599.87
9313,358,117,Paneer Butter Masala,2025-07-06,13:30:00,Delivered,728.62
9314,185,214,Cheese Burst Pizza,2025-02-04,22:30:00,Delivered,480.47
9315,288,27,Gulab Jamun,2025-02-14,13:30:00,Cancelled,354.3
9316,62,226,Paneer Butter Masala,2025-10-15,01:30:00,Delivered,734.52
9317,371,158,Chicken Shawarma,2025-09-07,06:00:00,Delivered,592.55
9318,462,204,Veg Biryani,2025-01-17,00:00:00,Delivered,465.73
9319,30,250,Gulab Jamun,2025-02-06,00:00:00,Delivered,385.67
9320,397,60,Paneer Butter Masala,2025-01-03,07:30:00,Delivered,80.0
9321,424,66,Cheese Burst Pizza,2025-05-10,12:00:00,Delivered,858.29
9322,31,174,Margherita Pizza,2025-10-09,13:30:00,Cancelled,776.29
9323,293,243,Gulab Jamun,2025-01-29,18:00:00,Delivered,1011.4
9324,173,52,Veg Biryani,2025-04-01,00:00:00,Delivered,859.38
9325,102,230,Butter Chicken,2025-10-07,21:00:00,Delivered,763.27
9326,128,214,Paneer Butter Masala,2025-04-25,12:00:00,Delivered,617.01
9327,86,243,Margherita Pizza,2025-10-19,12:00:00,Delivered,348.69
9328,315,81,Cheese Burst Pizza,2025-11-19,22:30:00,Delivered,694.18
9329,28,35,Butter Chicken,2025-08-01,10:30:00,Cancelled,525.2
9330,122,244,Hakka Noodles,2025-01-28,00:00:00,Delivered,878.69
9331,251,121,Gulab Jamun,2025-09-17,10:30:00,Delivered,548.87
9332,61,42,Butter Chicken,2025-04-20,10:30:00,Delivered,524.43
9333,403,184,Margherita Pizza,2025-05-08,22:30:00,Delivered,302.2
9334,171,45,Margherita Pizza,2025-11-09,07:30:00,Delivered,844.15
9335,443,52,Cheese Burst Pizza,2025-06-27,12:00:00,Delivered,308.07
9336,272,151,Peri Peri Fries,2025-01-17,00:00:00,Delivered,683.39
9337,325,157,Butter Chicken,2025-02-11,22:30:00,Cancelled,858.08
9338,300,29,Chicken Biryani,2025-01-31,13:30:00,Delivered,534.37
9339,113,57,Peri Peri Fries,2025-08-21,03:00:00,Delivered,593.69
9340,194,242,Peri Peri Fries,2025-05-12,00:00:00,Delivered,166.52
9341,394,19,Paneer Butter Masala,2025-04-16,03:00:00,Delivered,185.67
9342,431,209,Veg Biryani,2025-10-03,16:30:00,Delivered,229.7
9343,19,8,Hakka Noodles,2025-06-03,18:00:00,Delivered,737.19
9344,340,178,Peri Peri Fries,2025-10-11,01:30:00,Cancelled,278.29
9345,93,135,Chicken Biryani,2025-11-17,01:30:00,Delivered,748.92
9346,217,247,Chicken Shawarma,2025-09-02,12:00:00,Delivered,208.48
9347,465,139,Gulab Jamun,2025-05-04,10:30:00,Delivered,495.63
9348,179,195,Cheese Burst Pizza,2025-07-21,00:00:00,Delivered,369.54
9349,499,66,Peri Peri Fries,2025-03-28,19:30:00,Delivered,441.25
9350,397,83,Chicken Biryani,2025-10-10,04:30:00,Delivered,850.26
9351,191,156,Gulab Jamun,2025-08-30,00:00:00,Delivered,80.0
9352,493,184,Margherita Pizza,2025-04-10,00:00:00,Delivered,904.26
9353,400,28,Paneer Butter Masala,2025-11-05,16:30:00,Delivered,635.78
9354,437,89,Cheese Burst Pizza,2025-07-05,04:30:00,Delivered,222.0
9355,163,75,Veg Biryani,2025-10-11,01:30:00,Pending,718.33
9356,100,40,Chicken Biryani,2025-11-13,04:30:00,Delivered,380.52
9357,187,235,Cheese Burst Pizza,2025-03-03,00:00:00,Delivered,466.53
9358,295,130,Chicken Shawarma,2025-07-30,06:00:00,Delivered,876.59
9359,67,76,Margherita Pizza,2025-01-03,19:30:00,Delivered,206.33
9360,73,189,Chicken Shawarma,2025-03-16,13:30:00,Delivered,498.25
9361,232,233,Paneer Butter Masala,2025-07-28,21:00:00,Cancelled,709.57
9362,189,230,Chicken Shawarma,2025-10-10,00:00:00,Delivered,333.22
9363,50,76,Butter Chicken,2025-11-05,22:30:00,Cancelled,80.0
9364,309,114,Cheese Burst Pizza,2025-01-16,09:00:00,Cancelled,286.01
9365,302,153,Peri Peri Fries,2025-07-21,04:30:00,Delivered,638.51
9366,308,229,Chicken Biryani,2025-09-28,07:30:00,Cancelled,80.0
9367,124,95,Margherita Pizza,2025-02-19,10:30:00,Delivered,80.0
9368,157,54,Paneer Butter Masala,2025-02-09,18:00:00,Delivered,619.0
9369,261,145,Peri Peri Fries,2025-08-24,22:30:00,Delivered,245.73
9370,195,176,Hakka Noodles,2025-06-01,07:30:00,Cancelled,769.51
9371,330,140,Paneer Butter Masala,2025-10-30,01:30:00,Delivered,652.29
9372,351,189,Veg Biryani,2025-03-10,00:00:00,Delivered,426.27
9373,331,222,Chicken Shawarma,2025-09-19,10:30:00,Cancelled,708.08
9374,256,2,Chicken Biryani,2025-07-17,10:30:00,Delivered,548.94
9375,465,80,Peri Peri Fries,2025-02-14,12:00:00,Delivered,507.41
9376,424,65,Paneer Butter Masala,2025-11-29,16:30:00,Delivered,592.66
9377,489,52,Peri Peri Fries,2025-12-10,19:30:00,Delivered,441.48
9378,200,34,Butter Chicken,2025-10-21,12:00:00,Delivered,606.04
9379,372,45,Hakka Noodles,2025-08-16,18:00:00,Cancelled,188.06
9380,386,240,Butter Chicken,2025-09-01,03:00:00,Delivered,1082.31
9381,68,129,Butter Chicken,2025-06-11,15:00:00,Delivered,791.71
9382,446,243,Margherita Pizza,2025-09-27,07:30:00,Delivered,620.86
9383,80,100,Cheese Burst Pizza,2025-05-12,18:00:00,Delivered,805.58
9384,233,52,Peri Peri Fries,2025-10-27,13:30:00,Delivered,812.46
9385,186,67,Cheese Burst Pizza,2025-08-14,21:00:00,Delivered,510.3
9386,105,98,Hakka Noodles,2025-03-19,15:00:00,Delivered,313.37
9387,469,76,Butter Chicken,2025-05-09,16:30:00,Delivered,210.12
9388,325,56,Margherita Pizza,2025-08-06,21:00:00,Delivered,723.04
9389,442,186,Margherita Pizza,2025-11-26,22:30:00,Cancelled,884.2
9390,419,109,Butter Chicken,2025-11-15,12:00:00,Delivered,389.29
9391,142,219,Gulab Jamun,2025-09-28,18:00:00,Delivered,608.42
9392,399,50,Hakka Noodles,2025-08-27,03:00:00,Delivered,807.81
9393,390,101,Hakka Noodles,2025-11-28,06:00:00,Delivered,707.98
9394,272,119,Peri Peri Fries,2025-09-01,18:00:00,Delivered,669.06
9395,343,153,Margherita Pizza,2025-06-12,19:30:00,Delivered,1104.4
9396,124,140,Paneer Butter Masala,2025-11-21,22:30:00,Delivered,429.23
9397,223,115,Paneer Butter Masala,2025-10-24,09:00:00,Delivered,507.35
9398,490,225,Margherita Pizza,2025-07-09,15:00:00,Pending,307.88
9399,174,73,Veg Biryani,2025-10-13,12:00:00,Delivered,245.26
9400,191,193,Chicken Shawarma,2025-09-20,22:30:00,Cancelled,581.49
9401,140,56,Cheese Burst Pizza,2025-09-11,04:30:00,Delivered,223.55
9402,297,50,Cheese Burst Pizza,2025-07-30,04:30:00,Delivered,80.0
9403,119,215,Chicken Biryani,2025-09-09,07:30:00,Delivered,403.69
9404,275,156,Chicken Shawarma,2025-04-26,07:30:00,Delivered,456.91
9405,76,3,Chicken Biryani,2025-01-24,21:00:00,Delivered,812.98
